text,intent,sentiment
This is unacceptable. I am experiencing router malfunction with my 5G service in UK.,Technical,Negative
I am extremely frustrated. I am experiencing no signal with my international roaming in South Africa.,Technical,Negative
This situation is frustrating. I want to report poor service regarding mobile plan support in Canada.,Complaint,Negative
I am unhappy with the service. I am experiencing router malfunction with my mobile plan in India.,Technical,Negative
I would like clarification. I want to report rude behavior regarding data pack support in Singapore.,Complaint,Neutral
Glad this was resolved. I requested a refund of $10 for my international roaming purchased in Canada.,Refund,Positive
This situation is frustrating. I am experiencing slow internet with my fiber connection in UK.,Technical,Negative
This is unacceptable. I was tax miscalculated $50 for my 5G service in UK via call center.,Billing,Negative
I am unhappy with the service. I am experiencing router malfunction with my SIM card in Singapore.,Technical,Negative
I am extremely frustrated. I would like information about device compatibility and cloud storage for the fiber connection.,Product Inquiry,Negative
Thank you for your assistance. I was tax miscalculated $40 for my WiFi extender in Singapore via email support.,Billing,Positive
I am extremely frustrated. I requested a refund of $100 for my 5G service purchased in UAE.,Refund,Negative
Thank you for your assistance. I requested a refund of $10 for my WiFi extender purchased in Canada.,Refund,Positive
Glad this was resolved. I was incorrectly billed $50 for my data pack in US via email support.,Billing,Positive
I would like clarification. I am experiencing network outage with my WiFi extender in France.,Technical,Neutral
This is unacceptable. I would like information about pricing details and cloud storage for the data pack.,Product Inquiry,Negative
Glad this was resolved. I would like information about data limits and priority service for the mobile plan.,Product Inquiry,Positive
This is unacceptable. I requested a refund of $40 for my broadband purchased in Canada.,Refund,Negative
I appreciate your help. I would like information about device compatibility and data rollover for the router.,Product Inquiry,Positive
Kindly assist me. I would like information about upgrade options and priority service for the router.,Product Inquiry,Neutral
Could you help me? I was given wrong invoice $100 for my router in UK via service portal.,Billing,Neutral
This is unacceptable. I want to report unhelpful support regarding WiFi extender support in UAE.,Complaint,Negative
I am extremely frustrated. I want to report poor service regarding WiFi extender support in UAE.,Complaint,Negative
Thank you for your assistance. I am experiencing no signal with my mobile plan in Germany.,Technical,Positive
Thank you for your assistance. I was overcharged $10 for my data pack in Australia via customer support.,Billing,Positive
I am very disappointed. I was overcharged $10 for my router in Canada via customer support.,Billing,Negative
Glad this was resolved. I want to report long waiting time regarding data pack support in US.,Complaint,Positive
I am satisfied with the service. I want to report delayed response regarding router support in UAE.,Complaint,Positive
Glad this was resolved. I requested a refund of $40 for my mobile plan purchased in US.,Refund,Positive
Thanks for the quick support. I would like information about pricing details and family sharing for the router.,Product Inquiry,Positive
I need some information. I am experiencing DNS error with my WiFi extender in Germany.,Technical,Neutral
